Customer Type,Class,Gender,Age,Type of Travel,Flight Distance,Checkin service,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
Loyal Customer,Business,Female,7,Personal Travel,166,4,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,17,Business travel,719,4,0,0,satisfied
disloyal Customer,Eco,Female,26,Business travel,989,1,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,66,Business travel,925,3,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,44,Business travel,835,3,92,104,neutral or dissatisfied
Loyal Customer,Business,Male,37,Business travel,370,3,34,32,neutral or dissatisfied
Loyal Customer,Eco,Male,69,Personal Travel,414,2,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,59,Business travel,3043,4,22,13,satisfied
disloyal Customer,Eco,Female,37,Business travel,911,1,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,46,Business travel,883,3,0,0,neutral or dissatisfied
Loyal Customer,Eco Plus,Female,28,Business travel,1036,3,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,69,Personal Travel,135,3,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,69,Personal Travel,95,4,0,0,satisfied
Loyal Customer,Business,Male,52,Business travel,3131,2,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,19,Personal Travel,447,5,34,43,neutral or dissatisfied
Loyal Customer,Business,Male,31,Business travel,2730,2,5,0,satisfied
Loyal Customer,Eco,Female,54,Personal Travel,1299,5,30,35,neutral or dissatisfied
Loyal Customer,Eco,Male,49,Personal Travel,2588,1,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,46,Business travel,837,1,0,0,satisfied
Loyal Customer,Eco Plus,Male,41,Business travel,447,4,62,46,satisfied
Loyal Customer,Business,Male,41,Business travel,3961,3,17,4,satisfied
Loyal Customer,Business,Female,48,Business travel,3872,4,0,0,satisfied
disloyal Customer,Eco,Male,8,Business travel,516,2,34,25,neutral or dissatisfied
Loyal Customer,Eco,Female,56,Personal Travel,213,3,20,8,neutral or dissatisfied
Loyal Customer,Business,Female,42,Business travel,693,2,815,822,neutral or dissatisfied
Loyal Customer,Eco,Female,59,Personal Travel,762,3,0,2,neutral or dissatisfied
Loyal Customer,Eco,Female,63,Personal Travel,1438,3,0,0,neutral or dissatisfied
disloyal Customer,Business,Male,39,Business travel,1107,4,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,39,Business travel,1742,5,0,0,satisfied
Loyal Customer,Business,Female,50,Business travel,247,4,0,0,satisfied
Loyal Customer,Business,Female,46,Business travel,2710,3,0,0,satisfied
disloyal Customer,Eco,Female,23,Business travel,899,4,0,37,neutral or dissatisfied
Loyal Customer,Business,Female,58,Business travel,1738,3,0,9,satisfied
Loyal Customer,Business,Female,50,Business travel,2248,4,0,0,satisfied
Loyal Customer,Eco,Female,49,Personal Travel,224,5,0,0,neutral or dissatisfied
disloyal Customer,Eco,Female,37,Business travel,228,1,31,55,neutral or dissatisfied
Loyal Customer,Eco,Male,14,Personal Travel,346,4,12,22,neutral or dissatisfied
Loyal Customer,Eco,Male,17,Personal Travel,349,5,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,41,Business travel,435,4,36,26,neutral or dissatisfied
disloyal Customer,Eco,Female,27,Business travel,436,4,5,0,neutral or dissatisfied
Loyal Customer,Eco,Male,34,Business travel,102,3,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,46,Personal Travel,2342,4,0,2,neutral or dissatisfied
Loyal Customer,Eco,Female,42,Personal Travel,1136,4,0,0,neutral or dissatisfied
Loyal Customer,Eco Plus,Female,34,Business travel,985,4,0,0,satisfied
disloyal Customer,Eco,Female,22,Business travel,2172,4,1,0,satisfied
Loyal Customer,Eco,Female,52,Personal Travel,931,4,3,0,neutral or dissatisfied
Loyal Customer,Business,Female,30,Business travel,2670,5,0,0,satisfied
Loyal Customer,Business,Female,47,Business travel,157,5,0,0,satisfied
Loyal Customer,Eco,Female,47,Personal Travel,978,4,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,68,Personal Travel,641,3,11,12,neutral or dissatisfied
Loyal Customer,Eco,Male,17,Personal Travel,345,2,0,0,neutral or dissatisfied
disloyal Customer,Business,Male,37,Business travel,707,5,6,5,neutral or dissatisfied
disloyal Customer,Eco,Female,31,Business travel,1598,3,8,0,neutral or dissatisfied
Loyal Customer,Business,Male,44,Business travel,1841,5,0,0,satisfied
Loyal Customer,Eco,Male,58,Business travel,533,1,0,0,satisfied
disloyal Customer,Business,Female,48,Business travel,200,4,3,0,neutral or dissatisfied
Loyal Customer,Eco,Female,8,Personal Travel,101,3,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,24,Business travel,1075,5,5,2,satisfied
Loyal Customer,Business,Male,44,Business travel,3179,4,33,24,satisfied
Loyal Customer,Business,Male,41,Business travel,2035,5,17,8,satisfied
disloyal Customer,Eco,Male,25,Business travel,835,1,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,58,Business travel,209,1,0,0,neutral or dissatisfied
disloyal Customer,Eco Plus,Female,28,Business travel,925,1,66,69,neutral or dissatisfied
Loyal Customer,Business,Female,40,Business travel,3986,3,0,0,satisfied
Loyal Customer,Eco,Female,26,Business travel,1185,3,10,9,neutral or dissatisfied
Loyal Customer,Business,Female,42,Business travel,2742,5,6,0,satisfied
disloyal Customer,Business,Female,26,Business travel,387,1,6,17,neutral or dissatisfied
Loyal Customer,Business,Female,17,Business travel,2218,4,222,205,neutral or dissatisfied
Loyal Customer,Eco,Male,20,Personal Travel,101,4,0,0,satisfied
Loyal Customer,Eco,Female,48,Personal Travel,231,4,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,52,Business travel,3489,2,0,10,satisfied
Loyal Customer,Business,Female,57,Business travel,1464,3,71,94,satisfied
Loyal Customer,Eco,Female,49,Business travel,116,4,0,0,satisfied
Loyal Customer,Eco,Female,64,Personal Travel,102,4,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,56,Business travel,101,5,0,0,satisfied
Loyal Customer,Business,Male,60,Business travel,432,2,0,0,satisfied
Loyal Customer,Business,Male,53,Business travel,853,3,0,0,satisfied
Loyal Customer,Eco Plus,Male,43,Business travel,573,1,0,1,neutral or dissatisfied
Loyal Customer,Eco,Male,7,Personal Travel,1487,4,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,59,Personal Travel,534,1,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,45,Personal Travel,1547,3,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,60,Business travel,644,4,0,0,neutral or dissatisfied
Loyal Customer,Eco Plus,Male,56,Personal Travel,397,5,3,0,neutral or dissatisfied
Loyal Customer,Eco,Male,27,Personal Travel,337,4,135,135,neutral or dissatisfied
disloyal Customer,Eco,Male,23,Business travel,810,4,0,10,neutral or dissatisfied
disloyal Customer,Eco,Male,49,Personal Travel,491,3,0,,satisfied
Loyal Customer,Business,Male,53,Business travel,756,5,18,4,satisfied
disloyal Customer,Eco,Female,27,Business travel,550,2,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,34,Business travel,129,5,0,0,satisfied
disloyal Customer,Eco,Male,25,Business travel,762,2,42,25,neutral or dissatisfied
Loyal Customer,Eco,Male,41,Personal Travel,341,5,0,0,neutral or dissatisfied
disloyal Customer,Eco,Male,22,Business travel,607,1,106,97,neutral or dissatisfied
Loyal Customer,Eco,Male,33,Personal Travel,666,1,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,53,Personal Travel,570,4,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,13,Personal Travel,998,2,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,46,Business travel,3302,5,0,0,satisfied
disloyal Customer,Business,Female,37,Business travel,351,3,8,0,neutral or dissatisfied
disloyal Customer,Eco,Female,25,Business travel,933,1,0,0,satisfied
Loyal Customer,Eco,Male,24,Personal Travel,944,1,7,0,neutral or dissatisfied
Loyal Customer,Eco,Female,64,Personal Travel,460,1,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,33,Business travel,216,1,40,45,satisfied
Loyal Customer,Eco,Female,53,Personal Travel,438,3,33,12,neutral or dissatisfied
Loyal Customer,Eco,Male,8,Personal Travel,731,3,25,52,neutral or dissatisfied
Loyal Customer,Business,Female,53,Business travel,1667,5,0,0,satisfied
Loyal Customer,Eco,Female,57,Business travel,606,3,20,16,neutral or dissatisfied
Loyal Customer,Business,Male,45,Business travel,3315,4,0,0,satisfied
Loyal Customer,Business,Female,47,Business travel,422,4,27,21,neutral or dissatisfied
Loyal Customer,Business,Male,43,Business travel,2904,5,12,12,satisfied
Loyal Customer,Business,Male,48,Business travel,1550,3,0,0,satisfied
disloyal Customer,Eco,Male,36,Business travel,201,2,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,48,Business travel,247,3,0,0,satisfied
Loyal Customer,Business,Male,34,Business travel,2156,4,0,0,satisfied
Loyal Customer,Business,Male,29,Business travel,3690,3,23,25,satisfied
Loyal Customer,Business,Male,60,Business travel,3986,3,97,96,satisfied
Loyal Customer,Business,Female,46,Business travel,767,3,12,11,satisfied
Loyal Customer,Business,Female,35,Business travel,1840,3,0,0,satisfied
Loyal Customer,Eco,Female,56,Personal Travel,326,3,0,5,neutral or dissatisfied
Loyal Customer,Business,Female,57,Business travel,1947,4,0,0,satisfied
Loyal Customer,Business,Female,9,Business travel,1997,2,2,11,neutral or dissatisfied
Loyal Customer,Business,Male,52,Business travel,210,5,0,0,satisfied
Loyal Customer,Business,Female,55,Business travel,228,1,0,0,satisfied
Loyal Customer,Eco,Male,34,Personal Travel,1825,4,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,38,Business travel,1624,3,49,30,satisfied
Loyal Customer,Eco Plus,Male,30,Personal Travel,116,2,0,0,neutral or dissatisfied
disloyal Customer,Eco,Male,22,Business travel,341,2,23,16,satisfied
Loyal Customer,Business,Male,39,Business travel,2356,4,7,2,satisfied
Loyal Customer,Eco Plus,Female,39,Business travel,2979,2,0,0,neutral or dissatisfied
disloyal Customer,Business,Male,35,Business travel,908,5,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,28,Personal Travel,1747,2,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,52,Personal Travel,329,3,0,0,satisfied
Loyal Customer,Eco,Male,50,Personal Travel,413,3,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,57,Business travel,372,5,47,50,satisfied
Loyal Customer,Eco,Male,48,Personal Travel,718,2,0,0,neutral or dissatisfied
disloyal Customer,Eco,Male,22,Business travel,820,4,13,0,neutral or dissatisfied
Loyal Customer,Eco,Female,64,Personal Travel,228,4,79,80,neutral or dissatisfied
Loyal Customer,Eco,Male,34,Personal Travel,199,3,0,0,neutral or dissatisfied
disloyal Customer,Business,Female,29,Business travel,1092,4,4,0,neutral or dissatisfied
Loyal Customer,Business,Male,51,Business travel,2152,4,0,0,satisfied
Loyal Customer,Eco,Male,10,Personal Travel,1488,2,0,4,neutral or dissatisfied
Loyal Customer,Business,Male,44,Business travel,1659,3,0,0,satisfied
Loyal Customer,Business,Male,57,Business travel,259,4,10,17,satisfied
Loyal Customer,Eco Plus,Female,42,Personal Travel,2586,4,40,60,neutral or dissatisfied
Loyal Customer,Business,Female,34,Personal Travel,1041,3,0,0,neutral or dissatisfied
disloyal Customer,Business,Female,26,Business travel,1068,4,17,22,satisfied
disloyal Customer,Eco,Male,20,Business travel,1020,4,26,21,satisfied
Loyal Customer,Eco,Female,50,Personal Travel,109,5,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,40,Personal Travel,2139,4,45,54,satisfied
disloyal Customer,Business,Male,25,Business travel,1089,3,0,0,satisfied
Loyal Customer,Eco,Female,37,Personal Travel,255,3,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,72,Business travel,1437,1,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,34,Business travel,910,4,0,0,satisfied
Loyal Customer,Eco,Female,43,Business travel,1598,3,0,0,satisfied
Loyal Customer,Eco Plus,Male,35,Business travel,950,3,3,3,satisfied
Loyal Customer,Eco,Male,20,Personal Travel,289,3,29,19,neutral or dissatisfied
Loyal Customer,Eco,Female,58,Personal Travel,528,5,0,0,neutral or dissatisfied
disloyal Customer,Business,Male,26,Business travel,342,5,45,47,neutral or dissatisfied
Loyal Customer,Business,Male,36,Business travel,2567,5,12,4,satisfied
disloyal Customer,Business,Male,27,Business travel,268,5,0,21,satisfied
disloyal Customer,Eco Plus,Female,25,Business travel,1089,4,52,36,neutral or dissatisfied
Loyal Customer,Eco,Female,44,Personal Travel,925,4,16,1,neutral or dissatisfied
Loyal Customer,Eco,Male,47,Personal Travel,2611,2,1,6,neutral or dissatisfied
Loyal Customer,Business,Female,23,Business travel,391,2,27,34,neutral or dissatisfied
Loyal Customer,Eco,Female,7,Personal Travel,402,3,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,54,Business travel,633,2,3,0,satisfied
Loyal Customer,Business,Female,47,Business travel,2617,5,0,1,satisfied
Loyal Customer,Business,Female,28,Business travel,3917,5,0,0,satisfied
Loyal Customer,Business,Female,28,Business travel,773,4,169,163,satisfied
Loyal Customer,Eco,Female,29,Personal Travel,925,5,49,49,neutral or dissatisfied
Loyal Customer,Business,Female,39,Business travel,3517,5,0,0,satisfied
Loyal Customer,Eco Plus,Female,52,Business travel,383,1,10,3,neutral or dissatisfied
Loyal Customer,Business,Male,49,Business travel,296,3,4,0,satisfied
Loyal Customer,Eco,Male,8,Personal Travel,316,4,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,24,Business travel,3172,3,2,0,satisfied
Loyal Customer,Eco,Male,45,Personal Travel,1044,2,32,18,neutral or dissatisfied
Loyal Customer,Business,Female,53,Business travel,1512,4,0,0,neutral or dissatisfied
disloyal Customer,Eco,Male,23,Business travel,507,3,0,0,satisfied
disloyal Customer,Business,Female,23,Business travel,483,3,0,0,satisfied
Loyal Customer,Business,Female,41,Business travel,1590,5,0,0,satisfied
Loyal Customer,Business,Male,35,Business travel,221,5,0,11,satisfied
Loyal Customer,Eco Plus,Female,57,Business travel,451,1,51,50,neutral or dissatisfied
Loyal Customer,Eco,Male,36,Business travel,337,4,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,52,Personal Travel,1844,1,98,214,neutral or dissatisfied
Loyal Customer,Business,Female,59,Business travel,3413,5,0,0,satisfied
disloyal Customer,Eco,Female,66,Personal Travel,895,4,32,23,neutral or dissatisfied
Loyal Customer,Eco,Male,29,Personal Travel,630,3,3,1,neutral or dissatisfied
Loyal Customer,Eco,Female,43,Business travel,106,2,0,0,satisfied
disloyal Customer,Business,Female,28,Business travel,2442,4,0,0,neutral or dissatisfied
disloyal Customer,Business,Male,38,Business travel,1097,5,17,20,satisfied
disloyal Customer,Eco,Female,28,Business travel,2704,4,1,5,neutral or dissatisfied
Loyal Customer,Eco Plus,Female,62,Business travel,369,1,155,163,neutral or dissatisfied
Loyal Customer,Business,Female,44,Business travel,1736,4,12,17,satisfied
disloyal Customer,Business,Female,40,Business travel,213,3,0,2,neutral or dissatisfied
Loyal Customer,Eco,Female,50,Personal Travel,899,3,0,0,neutral or dissatisfied
disloyal Customer,Business,Male,27,Business travel,912,4,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,58,Business travel,807,1,17,3,neutral or dissatisfied
Loyal Customer,Business,Female,46,Business travel,3149,4,74,73,satisfied
disloyal Customer,Eco,Male,32,Business travel,368,1,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,22,Personal Travel,1034,5,0,0,neutral or dissatisfied
Loyal Customer,Eco Plus,Male,26,Business travel,937,3,0,3,satisfied
Loyal Customer,Eco,Male,13,Personal Travel,420,1,6,9,neutral or dissatisfied
Loyal Customer,Eco Plus,Male,36,Personal Travel,1558,5,26,32,neutral or dissatisfied
Loyal Customer,Business,Female,24,Business travel,763,5,6,0,satisfied
disloyal Customer,Business,Female,47,Business travel,451,5,20,8,neutral or dissatisfied
Loyal Customer,Business,Male,54,Business travel,2394,3,0,12,satisfied
disloyal Customer,Eco Plus,Female,26,Business travel,762,2,73,55,neutral or dissatisfied
Loyal Customer,Business,Male,40,Business travel,1050,4,0,0,satisfied
Loyal Customer,Eco,Female,25,Personal Travel,204,2,0,0,neutral or dissatisfied
Loyal Customer,Business,Male,13,Business travel,1786,2,0,0,satisfied
disloyal Customer,Eco,Female,31,Business travel,1056,5,0,0,neutral or dissatisfied
Loyal Customer,Business,Female,56,Business travel,383,5,0,0,satisfied
Loyal Customer,Business,Female,32,Business travel,2560,2,28,32,satisfied
Loyal Customer,Business,Female,60,Business travel,2407,5,12,0,satisfied
Loyal Customer,Eco,Female,53,Personal Travel,1444,4,1,3,neutral or dissatisfied
Loyal Customer,Business,Male,51,Business travel,2077,5,0,1,satisfied
Loyal Customer,Business,Male,36,Business travel,3152,3,2,0,satisfied
Loyal Customer,Eco,Female,59,Personal Travel,748,4,0,0,neutral or dissatisfied
Loyal Customer,Eco,Male,34,Personal Travel,589,3,0,20,neutral or dissatisfied
Loyal Customer,Business,Female,38,Business travel,2953,5,0,26,satisfied
Loyal Customer,Business,Male,8,Personal Travel,2153,3,5,0,neutral or dissatisfied
Loyal Customer,Business,Female,42,Business travel,3698,4,1,4,neutral or dissatisfied
Loyal Customer,Business,Female,43,Business travel,583,3,0,0,satisfied
Loyal Customer,Business,Female,44,Business travel,1464,2,4,15,neutral or dissatisfied
Loyal Customer,Business,Male,50,Personal Travel,649,2,0,0,neutral or dissatisfied
Loyal Customer,Eco,Female,39,Personal Travel,235,4,42,63,neutral or dissatisfied
Loyal Customer,Business,Male,49,Business travel,460,5,0,0,satisfied
Loyal Customer,Eco,Female,46,Personal Travel,1175,3,0,0,neutral or dissatisfied
